Sequence,dose,duration_above_250,duration_above_1000,duration_above_10000
00424,47365.6,25200,19800,7200
00425,32185.4,27000,18000,5400
00426,47811.6,19800,14400,9000
00427,45406.75,19800,16200,9000
00428,36279.4,21600,19800,5400
00429,53541,21600,19800,7200
00430,54747.95,27000,25200,5400
00431,48028.95,21600,19800,5400
00432,33552.2,27000,19800,3600
00433,57363.55,27000,23400,10800
00434,53844.95,27000,19800,10800
00435,52786.85,23400,21600,7200
00436,49275.45,32400,23400,5400
00437,54929.8,21600,19800,9000
00438,48581.9,27000,21600,9000
00439,46235.85,23400,21600,7200
00440,61185.4,25200,23400,7200
00441,34353.85,23400,18000,3600
00442,61773.2,28800,21600,9000
00443,53029.79999999999,23400,19800,5400
00444,43892.45,19800,16200,10800
00445,51719.29999999999,21600,18000,5400
00446,51881.9,27000,21600,9000
00447,44655.8,23400,23400,5400
00448,33034.95,21600,18000,3600
00449,57069.45,28800,23400,9000
00450,57560.79999999999,21600,19800,7200
00451,49745.85,23400,18000,10800
00452,41757.35,25200,18000,7200
00453,36024.1,23400,18000,5400
00454,47574.1,23400,18000,9000
00455,37882.85,27000,21600,3600
00456,65050.25,23400,19800,10800
00457,48006.75,23400,21600,5400
00458,47364.5,25200,19800,7200
00459,35951.1,19800,16200,3600
00460,31951.25,28800,18000,1800
00461,63035.45,30600,23400,7200
00462,42602.55,21600,18000,9000
00463,43358.35,25200,23400,7200
00464,43093.4,21600,14400,10800
00465,67999.35,23400,19800,9000
00466,56625.9,30600,28800,7200
00467,52329.75,28800,21600,5400
00468,73062.05,28800,23400,14400
00469,49250.35,23400,21600,9000
00470,51767.54999999999,23400,19800,9000
00471,40302.1,28800,23400,5400
00472,36842.9,27000,23400,3600
00473,51693.35,25200,23400,7200
00474,49538.25,25200,19800,9000
00475,45490,23400,18000,3600
00476,66831.3,23400,19800,12600
00477,53038.9,25200,19800,5400
00478,46092.3,25200,19800,9000
00479,38795.1,23400,23400,5400
00480,62010.15,27000,25200,7200
00481,38732.55,27000,21600,3600
00482,51032.3,25200,18000,10800
00483,36089.05,23400,19800,5400
00484,37742.25,19800,16200,9000
00485,62632.29999999999,27000,25200,10800
00486,42502.5,27000,21600,5400
00487,36068.4,21600,18000,5400
00488,37449.55,19800,18000,5400
00489,51404.05,27000,21600,9000
00490,73746.2,27000,25200,9000
00491,42081.29999999999,18000,14400,5400
00492,59906.5,27000,25200,9000
00493,64430.79999999999,21600,18000,10800
00494,68001.3,25200,21600,12600
00495,52758.35,25200,19800,10800
00496,42400.6,23400,18000,9000
00497,29660.45,25200,19800,3600
00498,51165.65,19800,16200,5400
00499,45486.8,23400,18000,9000
00500,45232.05,25200,21600,5400
00501,54086.1,23400,21600,10800
00502,46018.25,21600,18000,9000
00503,36193.75,23400,18000,5400
00504,41560.8,23400,23400,5400
00505,84754.09999999998,30600,21600,12600
00506,56425.1,27000,25200,10800
00507,47455.8,25200,25200,7200
00508,49886.7,27000,19800,7200
00509,56692.9,23400,23400,10800
00510,54011.1,25200,18000,9000
00511,64449.9,25200,21600,12600
00512,38107.1,18000,14400,9000
00513,47127.45,28800,25200,7200
00514,40294.15,21600,19800,7200
00515,47907.4,28800,25200,7200
00516,42868.85,19800,14400,9000
00517,71295.75,28800,27000,9000
00518,37554.8,23400,19800,7200
00519,47003.35,19800,16200,7200
00520,56383.79999999999,23400,19800,7200
