Sequence,dose,duration_above_250,duration_above_1000,duration_above_10000
0318,69550.8,23400s (~6.5 hours),19800s (~5.5 hours),12600s (~3.5 hours)
0319,55353.75,25200s (~7 hours),21600s (~6 hours),12600s (~3.5 hours)
0320,27188.7,16200s (~4.5 hours),14400s (~4 hours),3600s (~1 hours)
0321,38839.55,28800s (~8 hours),21600s (~6 hours),1800s (~30 minutes)
0322,43620.25,25200s (~7 hours),21600s (~6 hours),5400s (~1.5 hours)
0323,54549.9,25200s (~7 hours),19800s (~5.5 hours),10800s (~3 hours)
0324,34849.45,18000s (~5 hours),12600s (~3.5 hours),7200s (~2 hours)
0325,48246.95,21600s (~6 hours),18000s (~5 hours),10800s (~3 hours)
0326,54125.6,23400s (~6.5 hours),21600s (~6 hours),12600s (~3.5 hours)
0327,69383.15,27000s (~7.5 hours),18000s (~5 hours),9000s (~2.5 hours)
0328,36323.4,19800s (~5.5 hours),12600s (~3.5 hours),7200s (~2 hours)
0329,44702.3,25200s (~7 hours),21600s (~6 hours),5400s (~1.5 hours)
0330,37087.65,27000s (~7.5 hours),21600s (~6 hours),3600s (~1 hours)
